Référence;Nom produit;Marque;Fournisseur;Catégorie;Catégorie par défaut;URL Photos;Prix d'achat;Description HTML;Quantité;TVA;P transport;Prix public;Prix original;Longueur;Profondeur;Hauteur
AP360N;Armoire frigorifique - 268 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_ap360n.pdf;992.0;<h2>Armoire négative porte pleine - 268 l - finition laquée blanche</h2> <p>Conçue pour les environnements de cuisine professionnelle, cette armoire AFI COLLIN-LUCY conjugue grande capacité de stockage et efficacité énergétique.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION BLANCHE</li> <li>NÉGATIVE STATIQUE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Sur roulettes</li> <li>230 V Mono</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Serrure</li> <li>Gaz réfrigérant R290</li> <li>Température -18°C/-22°C</li> <li>Froid statique</li> <li>Isolation en polyuréthane 60 mm</li> <li>Dégivrage manuel</li> <li>Dotation : 6 clayettes réfrigérantes évaporatrices fixes (493 x 380 mm)</li> <li>Volume : 268 L</li> <li>Puissance : 320 W</li> <li>Poids : 80 kg</li> <li>Dimensions (L x P x H) : 620 x 620 (+40) x 1860 mm</li> </ul>;1;20;80;1550.0;1550.0;;;
AP360LN;Armoire réfrigérée professionnelle - 268 L - négative - inox - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_ap360ln.pdf;1056.64;<h2>Armoire négative porte pleine - 268 l - finition inox</h2> <p>Destinée aux professionnels de la restauration, cette armoire AFI COLLIN-LUCY assure une conservation irréprochable de vos denrées grâce à une réfrigération fiable et efficace.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION INOX</li> <li>NÉGATIVE STATIQUE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Sur roulettes</li> <li>230 V Mono</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Serrure</li> <li>Gaz réfrigérant R290</li> <li>Température -18°C/-22°C</li> <li>Froid statique</li> <li>Isolation en polyuréthane 60 mm</li> <li>Dégivrage manuel</li> <li>Dotation : 6 clayettes réfrigérantes évaporatrices fixes (493 x 380 mm)</li> <li>Volume : 268 L</li> <li>Puissance : 320 W</li> <li>Poids : 80 kg</li> <li>Dimensions (L x P x H) : 620 x 620 (+40) x 1860 mm</li> </ul>;1;20;80;1651.0;1651.0;;;
CAV35;Armoire de conservation - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://www.collin-lucy.fr/Catalog-Documents/CAV 35-AFI.pdf;19.84;<h2>Clayettes pour armoires positives</h2> <p>Conçue pour les environnements de cuisine professionnelle, cette armoire AFI COLLIN-LUCY conjugue grande capacité de stockage et efficacité énergétique.</p>;1;20;20;31.0;31.0;;;
N500P;Armoire de conservation - 455 L - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_n500p.pdf;992.0;<h2>Armoire positive porte pleine - 455 l - finition laquée blanche</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION BLANCHE</li> <li>POSITIVE VENTILÉE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Livrée montée sur roulettes</li> <li>ACCEPTENT DES CLAYETTES GN 2/1 OU 600 X 400</li> <li>Gaz réfrigérant R600a</li> <li>Température +1°C/+8°C</li> <li>Froid ventilé</li> <li>Évaporateur ventilé (ventilateur tangentiel très silencieux)</li> <li>Réévaporation automatique</li> <li>Dégivrage automatique</li> <li>13 niveaux au pas de 95 mm</li> <li>Dotation : 4 clayettes GN 2/1 (650 x 530 mm) réglables en hauteur</li> <li>Volume : 455 L</li> <li>Puissance : 190 W</li> <li>Poids : 90 kg</li> <li>Dimensions (L x P x H) : 750 x 740 (+45) x 1900 mm</li> </ul>;1;20;80;1550.0;1550.0;;;
N500IP;Armoire froide professionnelle - 455 L - positive - inox - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_n500ip.pdf;1070.72;<h2>Armoire positive porte pleine - 455 l - finition inox</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION INOX</li> <li>POSITIVE VENTILÉE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Livrée montée sur roulettes</li> <li>ACCEPTENT DES CLAYETTES GN 2/1 OU 600 X 400</li> <li>Gaz réfrigérant R600a</li> <li>Température +1°C/+8°C</li> <li>Froid ventilé</li> <li>Évaporateur ventilé (ventilateur tangentiel très silencieux)</li> <li>Réévaporation automatique</li> <li>Dégivrage automatique</li> <li>13 niveaux au pas de 95 mm</li> <li>Dotation : 4 clayettes GN 2/1 (650 x 530 mm) réglables en hauteur</li> <li>Volume : 455 L</li> <li>Puissance : 190 W</li> <li>Poids : 90 kg</li> <li>Dimensions (L x P x H) : 750 x 740 (+45) x 1900 mm</li> </ul>;1;20;80;1673.0;1673.0;;;
N500N;Armoire frigorifique - 442 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_n500n.pdf;1112.96;<h2>Armoire négative porte pleine - 442 l - finition laquée blanche</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION BLANCHE</li> <li>NÉGATIVE STATIQUE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Livrée montée sur roulettes</li> <li>Gaz réfrigérant R290</li> <li>Température -18°C/-22°C</li> <li>Froid statique</li> <li>Dégivrage manuel</li> <li>Dotation : 6 clayettes fixes réfrigérantes (650 x 510 mm)</li> <li>Volume : 442 L</li> <li>Puissance : 270 W</li> <li>Poids : 96 kg</li> <li>Dimensions (L x P x H) : 750 x 740 (+45) x 1900 mm</li> </ul>;1;20;80;1739.0;1739.0;;;
N500IN;Armoire réfrigérée professionnelle - 442 L - négative - inox - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_n500in.pdf;1196.16;<h2>Armoire négative porte pleine - 442 l - finition inox</h2> <p>Destinée aux professionnels de la restauration, cette armoire AFI COLLIN-LUCY assure une conservation irréprochable de vos denrées grâce à une réfrigération fiable et efficace.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION INOX</li> <li>NÉGATIVE STATIQUE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Livrée montée sur roulettes</li> <li>Gaz réfrigérant R290</li> <li>Température -18°C/-22°C</li> <li>Froid statique</li> <li>Dégivrage manuel</li> <li>Dotation : 6 clayettes fixes réfrigérantes (650 x 510 mm)</li> <li>Volume : 442 L</li> <li>Puissance : 270 W</li> <li>Poids : 96 kg</li> <li>Dimensions (L x P x H) : 750 x 740 (+45) x 1900 mm</li> </ul>;1;20;80;1869.0;1869.0;;;
MC21;Armoire frigorifique - positive - GN 2/1 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://www.collin-lucy.fr/Catalog-Documents/MC21-AFI.pdf;30.08;<h2>Clayettes gn 2/1 pour armoires positives</h2> <p>Destinée aux professionnels de la restauration, cette armoire AFI COLLIN-LUCY assure une conservation irréprochable de vos denrées grâce à une réfrigération fiable et efficace.</p> <h3>Équipements et finitions</h3><ul> <li>Dimensions (L x P) : 650 x 530 mm</li> </ul>;1;20;20;47.0;47.0;;;
ATG600;Armoire frigorifique - 476 L - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_atg600.pdf;1112.96;<h2>Armoire positive porte pleine - 476 l - finition blanche</h2> <p>Destinée aux professionnels de la restauration, cette armoire AFI COLLIN-LUCY assure une conservation irréprochable de vos denrées grâce à une réfrigération fiable et efficace.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION BLANCHE</li> <li>POSITIVE VENTILÉE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Groupe logé sur le dessus</li> <li>230 V Mono</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Pieds inox réglables en hauteur</li> <li>Porte à fermeture automatique</li> <li>Gaz réfrigérant R600</li> <li>Température +1°C/+8°C</li> <li>Froid ventilé</li> <li>Évaporateur ventilé (ventilateur tangentiel très silencieux)</li> <li>Réévaporation automatique</li> <li>Dégivrage automatique</li> <li>Options : Paniers</li> <li>Dotation : 4 clayettes GN 2/1 (650 x 530 mm) réglables en hauteur</li> <li>Volume : 476 L</li> <li>Puissance : 180 W</li> <li>Poids : 95 kg</li> <li>Dimensions (L x P x H) : 750 x 720 (+45) x 1995 mm</li> </ul>;1;20;80;1739.0;1739.0;;;
ATG600A;Armoire de conservation - 476 L - positive - inox - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_atg600a.pdf;1182.08;<h2>Armoire positive porte pleine - 476 l - finition inox</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION INOX</li> <li>POSITIVE VENTILÉE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Groupe logé sur le dessus</li> <li>230 V Mono</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Pieds inox réglables en hauteur</li> <li>Porte à fermeture automatique</li> <li>Gaz réfrigérant R600</li> <li>Température +1°C/+8°C</li> <li>Froid ventilé</li> <li>Évaporateur ventilé (ventilateur tangentiel très silencieux)</li> <li>Réévaporation automatique</li> <li>Dégivrage automatique</li> <li>Options : Paniers</li> <li>Dotation : 4 clayettes GN 2/1 (650 x 530 mm) réglables en hauteur</li> <li>Volume : 476 L</li> <li>Puissance : 180 W</li> <li>Poids : 98 kg</li> <li>Dimensions (L x P x H) : 750 x 720 (+45) x 1995 mm</li> </ul>;1;20;80;1847.0;1847.0;;;
ATG600N;Armoire frigorifique - 459 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_atg600n.pdf;1186.56;<h2>Armoire négative porte pleine - 459 l - finition blanche</h2> <p>Conçue pour les environnements de cuisine professionnelle, cette armoire AFI COLLIN-LUCY conjugue grande capacité de stockage et efficacité énergétique.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION BLANCHE</li> <li>NÉGATIVE STATIQUE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Groupe logé sur le dessus</li> <li>230 V Mono</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Pieds inox réglables en hauteur</li> <li>Porte à fermeture automatique</li> <li>Gaz réfrigérant R290</li> <li>Froid statique</li> <li>Température -18°C/-22°C</li> <li>Dégivrage manuel</li> <li>Options : Paniers</li> <li>Dotation : 6 clayettes réfrigérantes évaporatrices fixes (650 x 530 mm)</li> <li>Volume : 459 L</li> <li>Puissance : 280 W</li> <li>Poids : 96 kg</li> <li>Dimensions (L x P x H) : 750 x 720 (+45) x 1995 mm</li> </ul>;1;20;80;1854.0;1854.0;;;
ATG600AN;Armoire réfrigérée professionnelle - 459 L - négative - inox - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_atg600an.pdf;1302.4;<h2>Armoire négative porte pleine - 459 l - finition inox</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>INTÉRIEUR ABS</li> <li>FINITION INOX</li> <li>NÉGATIVE STATIQUE</li> <li>PORTE RÉVERSIBLE</li> <li>THERMOSTAT DIGITAL</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>Groupe logé sur le dessus</li> <li>230 V Mono</li> <li>Isolation en polyuréthane 60 mm</li> <li>Condenseur ventilé</li> <li>Pieds inox réglables en hauteur</li> <li>Porte à fermeture automatique</li> <li>Gaz réfrigérant R290</li> <li>Froid statique</li> <li>Température -18°C/-22°C</li> <li>Dégivrage manuel</li> <li>Options : Paniers</li> <li>Dotation : 6 clayettes réfrigérantes évaporatrices fixes (650 x 530 mm)</li> <li>Volume : 459 L</li> <li>Puissance : 280 W</li> <li>Poids : 100 kg</li> <li>Dimensions (L x P x H) : 750 x 720 (+45) x 1995 mm</li> </ul>;1;20;80;2035.0;2035.0;;;
OP12;Kit de 12 paniers pour armoires réfrigérées - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://www.collin-lucy.fr/Catalog-Documents/OP 12-AFI.pdf;172.8;<h2>Kit de 12 paniers pour armoires réfrigérées</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p>;1;20;20;270.0;270.0;;;
KR600;Kit roulettes pour armoires réfrigérées - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://www.collin-lucy.fr/Catalog-Documents/KR 600-AFI.pdf;51.84;<h2>Kit roulettes pour armoires réfrigérées</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p>;1;20;20;81.0;81.0;;;
A40BPV-2;Armoire de conservation - 400 L - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_a40bpv_2.pdf;702.08;<h2>Armoire positive porte vitrée - 400 l - finition blanche</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>POSITIVE VENTILÉE</li> <li>400 LITRES</li> <li>LAQUÉE</li> <li>CUVE ABS À ANGLES ARRONDIS : FACILITÉ DE NETTOYAGE</li> <li>THERMOSTAT ÉLECTRONIQUE</li> <li>AFFICHAGE DIGITAL</li> <li>ÉCLAIRAGE INTÉRIEUR</li> <li>FERMETURE À CLEF</li> <li>Finition extérieure laquée blanche</li> <li>Intérieur : ABS thermoformé</li> <li>Prévues pour température ambiante maximale de +32°C</li> <li>Alimentation : 230/1/T</li> <li>Porte non réversible</li> <li>Livrée avec 2 roulettes montées à l’arrière</li> <li>DÉGIVRAGE ET RÉÉVAPORATION AUTOMATIQUES</li> <li>Evaporateur type roll bond + ventilateur de brassage</li> <li>Gaz réfrigérant R600A</li> <li>Température de fonctionnement +2°C/+8°C</li> <li>Espacement entre les niveaux 70 mm</li> <li>Dégivrage et réévaporation automatiques</li> <li>Isolation : 40 mm sans CFC</li> <li>Dotation : 3 grilles 502 x 415 mm + 1 grille 502 x 211 mm</li> <li>Classe énergétique : B</li> <li>Volume : 350 L</li> <li>Puissance : 195 W</li> <li>Poids : 79 kg</li> <li>Dimensions (L x P x H) : 600 x 585 x 1850 mm</li> <li>Capacité : 19 niveaux - pas de 70 mm</li> </ul>;1;20;80;1097.0;1097.0;600;585;1850
A60BPV-2;Armoire frigorifique - 600 L - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_a60bpv_2.pdf;849.92;<h2>Armoire positive porte vitrée - 600 l - finition blanche</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>POSITIVE VENTILÉE</li> <li>600 LITRES</li> <li>LAQUÉE</li> <li>CUVE ABS À ANGLES ARRONDIS : FACILITÉ DE NETTOYAGE</li> <li>THERMOSTAT ÉLECTRONIQUE</li> <li>AFFICHAGE DIGITAL</li> <li>ÉCLAIRAGE INTÉRIEUR</li> <li>FERMETURE À CLEF</li> <li>Finition extérieure laquée blanche</li> <li>Intérieur : ABS thermoformé</li> <li>Prévues pour température ambiante maximale de +32°C</li> <li>Pieds inox hauteur 90 mm fournis d'origine</li> <li>Alimentation : 230/1/T</li> <li>Porte non réversible</li> <li>Livrée avec 2 roulettes montées à l’arrière</li> <li>DÉGIVRAGE ET RÉÉVAPORATION AUTOMATIQUES</li> <li>Evaporateur type roll bond + ventilateur de brassage</li> <li>Gaz réfrigérant R600A</li> <li>Température de fonctionnement +2°C/+8°C</li> <li>Espacement entre les niveaux 70 mm</li> <li>Dégivrage et réévaporation automatiques</li> <li>Isolation : 40 mm sans CFC</li> <li>Dotation : 3 grilles GN 2/1 (650 x 530 mm) + 1 grille 650 x 305 mm</li> <li>Classe énergétique : B</li> <li>Volume : 570 L</li> <li>Puissance : 235 W</li> <li>Poids : 88 kg</li> <li>Dimensions (L x P x H) : 777 x 695 x 1890 mm (Hauteur sans pieds)</li> <li>Capacité : 19 niveaux - pas de 70 mm</li> </ul>;1;20;80;1328.0;1328.0;777;695;1890
A40BNV-2;Armoire réfrigérée professionnelle - 400 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_a40bnv_2.pdf;816.0;<h2>Armoire négative porte vitrée - 400 l - finition blanche</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>NÉGATIVE STATIQUE</li> <li>400 LITRES</li> <li>LAQUÉE</li> <li>CUVE ABS À ANGLES ARRONDIS : FACILITÉ DE NETTOYAGE</li> <li>THERMOSTAT ÉLECTRONIQUE</li> <li>AFFICHAGE DIGITAL</li> <li>ÉCLAIRAGE INTÉRIEUR</li> <li>FERMETURE À CLEF</li> <li>Finition extérieure laquée blanche</li> <li>Intérieur : ABS thermoformé</li> <li>Prévues pour température ambiante maximale de +32°C</li> <li>Alimentation : 230/1/T</li> <li>Porte non réversible</li> <li>Livrée avec 2 roulettes montées à l’arrière</li> <li>Réfrigération statique</li> <li>Gaz réfrigérant R290</li> <li>Température de fonctionnement -15/-20°C</li> <li>Grilles fixes évaporatrices</li> <li>Dégivrage manuel</li> <li>Isolation : 60 mm sans CFC</li> <li>Dotation : 7 grilles 431 x 415 mm + évaporatrices fixes</li> <li>Classe énergétique : C</li> <li>Volume : 340 L</li> <li>Puissance : 300 W</li> <li>Poids : 79 kg</li> <li>Dimensions (L x P x H) : 600 x 585 x 1850 mm</li> <li>Capacité : 7 niveaux - pas de 225 mm</li> </ul>;1;20;80;1275.0;1275.0;600;585;1850
A60BNV-2;Armoire frigorifique - 600 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_a60bnv_2.pdf;992.64;<h2>Armoire négative porte vitrée - 600 l - finition blanche</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>NÉGATIVE STATIQUE</li> <li>600 LITRES</li> <li>LAQUÉE</li> <li>CUVE ABS À ANGLES ARRONDIS : FACILITÉ DE NETTOYAGE</li> <li>THERMOSTAT ÉLECTRONIQUE</li> <li>AFFICHAGE DIGITAL</li> <li>ÉCLAIRAGE INTÉRIEUR</li> <li>FERMETURE À CLEF</li> <li>Finition extérieure laquée blanche</li> <li>Intérieur : ABS thermoformé</li> <li>Prévues pour température ambiante maximale de +32°C</li> <li>Pieds inox hauteur 90 mm fournis d’origine</li> <li>Alimentation : 230/1/T</li> <li>Porte non réversible</li> <li>Livrée avec 2 roulettes montées à l’arrière</li> <li>Réfrigération statique</li> <li>Gaz réfrigérant R290</li> <li>Température de fonctionnement -15/-20°C</li> <li>Grilles fixes évaporatrices</li> <li>Dégivrage manuel</li> <li>Isolation : 60 mm sans CFC</li> <li>Dotation : 7 grilles GN 2/1</li> <li>Classe énergétique : C</li> <li>Volume : 555 L</li> <li>Puissance : 410 W</li> <li>Poids : 108 kg</li> <li>Dimensions (L x P x H) : 777 x 695 x 1890 mm (Hauteur sans pieds)</li> <li>Capacité : 7 niveaux - pas de 233 mm</li> </ul>;1;20;80;1551.0;1551.0;777;695;1890
AV360;Armoire de conservation - 308 L - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_av360.pdf;973.44;<h2>Armoire positive porte vitrée - 308 l - finition blanche</h2> <p>Destinée aux professionnels de la restauration, cette armoire AFI COLLIN-LUCY assure une conservation irréprochable de vos denrées grâce à une réfrigération fiable et efficace.</p> <h3>Équipements et finitions</h3><ul> <li>POSITIVE VENTILÉE</li> <li>SKINPLATE</li> <li>THERMOSTAT DIGITAL</li> <li>Sur roulettes</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>230 V Mono</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Serrure</li> <li>Gaz réfrigérant R600A</li> <li>Température +1°C/+8°C</li> <li>Froid ventilé</li> <li>Évaporateur ventilé (ventilateur tangentiel très silencieux)</li> <li>Réévaporation automatique</li> <li>Isolation en polyuréthane 50 mm</li> <li>Dégivrage automatique</li> <li>Dotation : 4 clayettes (495 x 428 mm) réglables en hauteur</li> <li>Volume : 308 L</li> <li>Puissance : 170 W</li> <li>Poids : 84 kg</li> <li>Dimensions (L x P x H) : 590 x 600 (+45) x 1860 mm</li> </ul>;1;20;80;1521.0;1521.0;;;
AV360L;Armoire frigorifique - 308 L - positive - inox - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_av360l.pdf;1019.52;<h2>Armoire positive porte vitrée - 308 l - finition inox</h2> <p>Robuste et performante, cette armoire frigorifique AFI COLLIN-LUCY maintient vos produits à la température idéale pour un usage intensif au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>POSITIVE VENTILÉE</li> <li>INOX</li> <li>THERMOSTAT DIGITAL</li> <li>Sur roulettes</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>230 V Mono</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Serrure</li> <li>Gaz réfrigérant R600A</li> <li>Température +1°C/+8°C</li> <li>Froid ventilé</li> <li>Évaporateur ventilé (ventilateur tangentiel très silencieux)</li> <li>Réévaporation automatique</li> <li>Isolation en polyuréthane 50 mm</li> <li>Dégivrage automatique</li> <li>Dotation : 4 clayettes (495 x 428 mm) réglables en hauteur</li> <li>Volume : 308 L</li> <li>Puissance : 170 W</li> <li>Poids : 87 kg</li> <li>Dimensions (L x P x H) : 590 x 600 (+45) x 1860 mm</li> </ul>;1;20;80;1593.0;1593.0;;;
AV360N;Armoire froide professionnelle - 268 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_av360n.pdf;1259.52;<h2>Armoire négative porte vitrée - 268 l - finition blanche</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>NÉGATIVE STATIQUE</li> <li>SKINPLATE</li> <li>THERMOSTAT DIGITAL</li> <li>Sur roulettes</li> <li>Éclairage LED</li> <li>Finition intérieure en polystyrol thermoformé</li> <li>230 V Mono</li> <li>Condenseur ventilé</li> <li>Porte à fermeture automatique</li> <li>Serrure</li> <li>Gaz R290</li> <li>Température -18°C/-22°C</li> <li>Froid statique</li> <li>Isolation en polyuréthane 60 mm</li> <li>Dégivrage manuel</li> <li>Dotation : 6 clayettes réfrigérantes évaporatrices fixes (493 x 380 mm)</li> <li>Volume : 268 L</li> <li>Puissance : 385 W</li> <li>Poids : 96 kg</li> <li>Dimensions (L x P x H) : 620 x 620 (+40) x 1860 mm</li> </ul>;1;20;80;1968.0;1968.0;;;
